PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
36,27,4,8,8,6,0,9,31,0,6,4,2
19,34,3,12,12,3,4,16,22,0,1,1,3
16,24,21,25,5,8,14,11,34,5,1,1,3
5,24,5,12,9,21,1,5,25,0,2,1,4
4,10,1,5,2,11,1,4,17,1,1,1,4
8,26,9,20,0,23,0,6,10,0,0,1,3
18,24,11,20,0,1,0,19,34,1,1,1,3
37,24,31,36,37,11,0,4,12,0,0,0,2
27,24,5,14,9,20,1,6,50,0,1,1,2
17,24,8,24,18,4,1,9,29,1,2,1,3
13,25,11,10,10,9,2,46,10,0,0,1,4
18,24,2,21,18,5,0,19,34,0,2,1,3
5,13,12,4,13,5,0,13,19,1,1,1,4
17,42,8,33,7,22,0,27,48,0,1,0,3
5,24,22,19,33,11,2,26,21,0,1,1,4
41,24,26,18,25,11,2,15,13,1,4,13,1
7,19,2,12,7,9,0,12,28,0,1,0,4
19,35,1,10,5,5,0,21,54,0,1,1,3
11,38,3,6,3,11,0,20,31,0,0,1,3
19,39,17,33,26,21,1,27,44,1,12,2,3
18,24,11,20,0,11,0,19,34,0,0,0,3
36,64,21,15,25,11,2,11,17,1,1,1,1
18,24,11,20,17,11,3,19,34,1,1,1,3
1,6,58,17,51,12,2,15,1,1,0,1,3
5,32,19,3,19,11,2,8,75,0,1,1,3
48,24,5,7,9,11,1,6,31,1,19,1,1
46,77,47,41,52,28,2,23,36,3,23,10,1
8,17,4,7,9,56,0,10,26,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
6,20,11,6,17,5,0,6,34,1,1,1,4
4,7,1,2,2,2,1,4,34,0,0,0,4
31,43,9,0,7,2,1,11,31,0,1,1,3
32,18,4,18,0,8,0,11,18,0,0,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
29,80,5,24,19,21,1,20,119,0,4,1,0
48,24,18,85,31,11,2,50,44,0,2,2,1
18,24,11,20,17,11,3,19,34,1,1,1,3
15,24,2,20,10,8,1,13,51,2,3,6,4
11,24,7,9,8,46,1,11,43,1,9,1,3
21,24,56,50,35,11,126,85,47,2,18,10,0
11,26,5,21,17,14,1,14,53,0,3,1,3
11,22,10,11,17,36,1,13,33,0,0,1,4
11,32,17,7,17,6,2,45,34,1,1,1,3
39,24,31,60,49,11,1,16,40,0,0,0,3
23,51,45,26,58,11,3,29,59,1,1,1,2
35,51,18,31,27,27,1,12,26,2,13,0,2
67,102,48,46,56,41,3,20,37,4,26,3,0
8,25,6,11,17,7,1,3,9,0,0,27,4
11,30,1,16,8,11,0,7,54,0,3,0,3
17,24,4,25,13,9,1,7,71,1,3,1,3
18,30,7,21,13,7,1,11,120,1,3,1,3
18,24,6,23,23,11,0,11,35,1,8,2,3
18,60,22,40,42,33,12,19,63,1,2,1,1
4,12,10,23,26,9,0,3,11,5,3,7,4
6,12,3,9,10,16,1,11,59,0,0,1,3
18,24,7,8,9,45,2,11,29,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
7,22,0,6,3,8,0,12,71,1,1,1,3
7,24,2,15,9,11,13,3,15,1,2,1,2
7,13,2,16,8,13,0,6,28,0,5,2,4
13,32,10,47,0,16,1,9,34,1,0,1,3
7,24,6,10,7,11,0,6,15,0,0,1,4
9,19,6,30,23,21,1,11,44,1,2,1,4
20,24,3,9,9,33,1,10,91,1,1,1,3
5,8,1,3,2,7,0,23,29,0,0,1,5
57,88,16,31,29,107,13,6,39,3,5,6,1
24,24,5,8,7,38,1,4,24,3,5,1,3
4,7,0,3,1,2,1,1,14,1,1,1,4
10,24,7,10,17,20,0,16,34,3,1,1,2
6,11,1,6,3,1,1,7,36,1,1,1,4
10,24,4,14,15,11,10,12,18,0,2,0,3
13,37,6,17,10,17,2,5,24,0,0,1,3
2,5,4,1,2,5,3,3,34,0,0,0,3
12,41,9,25,0,12,1,4,37,4,2,1,3
13,24,11,12,18,11,1,7,10,0,0,0,3
12,16,1,1,1,5,1,6,36,0,3,0,3
18,17,5,5,17,4,2,13,22,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
13,25,15,9,17,8,0,6,4,1,1,1,3
11,25,5,23,16,13,1,5,50,0,1,1,3
18,24,11,20,2,11,0,19,34,0,0,0,3
11,24,7,15,11,12,1,7,23,0,1,1,4
13,38,13,31,36,11,2,23,48,0,1,1,3
5,20,6,19,12,5,0,8,12,2,4,4,3
16,26,21,60,30,15,2,33,37,7,14,34,3
29,24,31,63,43,11,69,17,26,2,18,10,0
18,24,11,20,17,11,3,19,34,1,1,1,3
47,24,23,19,34,11,3,8,10,0,0,0,1
19,28,21,9,14,1,2,28,8,1,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
10,20,6,12,4,32,2,9,23,0,1,1,3
5,11,1,8,4,5,0,4,19,0,1,0,5
21,53,5,6,17,4,3,12,53,1,1,1,3
6,33,9,16,20,11,0,12,27,2,1,1,3
21,42,14,38,34,17,2,14,48,1,1,1,2
2,5,5,6,17,4,2,5,5,1,1,1,3
7,24,1,9,2,11,3,14,42,0,0,1,3
12,19,7,9,13,11,1,7,27,0,1,0,3
10,29,3,25,12,11,0,9,36,1,7,7,3
9,23,2,22,11,10,1,8,46,0,2,2,3
15,16,7,19,0,17,1,6,21,0,0,1,4
18,24,2,5,5,11,2,9,6,1,1,1,3
39,102,11,9,16,5,3,11,29,0,1,6,0
7,17,15,27,22,6,0,6,7,3,10,7,4
9,23,2,24,10,11,5,37,53,1,26,1,2
18,44,14,37,33,30,8,26,56,1,2,1,2
10,22,5,6,7,30,2,5,7,0,1,1,3
8,24,7,18,12,28,0,7,52,0,0,1,4
13,24,17,44,27,11,38,64,34,3,14,0,0
14,33,10,38,30,10,1,9,46,0,0,1,3
23,52,25,21,26,20,2,12,36,1,6,1,2
10,24,6,19,11,19,1,10,22,0,0,1,4
13,33,6,26,6,19,0,23,49,0,1,0,3
17,24,13,38,23,21,0,15,35,0,0,1,3
22,24,20,56,20,11,46,78,59,2,18,10,0
50,24,33,38,17,11,4,12,42,1,5,1,1
22,28,1,9,4,14,1,22,55,0,0,0,3
38,105,50,42,54,25,2,33,46,3,28,1,1
4,24,3,7,8,46,1,21,33,0,0,1,4
18,24,2,13,13,11,0,3,32,0,1,1,3
11,26,18,118,64,11,41,53,69,3,44,2,0
14,35,6,11,14,5,0,12,25,0,1,1,3
4,13,8,10,14,11,1,16,21,0,1,1,4
17,26,18,47,26,12,2,32,57,6,7,15,3
18,25,3,1,2,7,1,13,50,1,1,1,3
16,24,1,11,5,22,1,11,24,12,3,1,3
22,35,6,6,17,4,0,16,17,1,1,1,3
11,24,5,12,5,7,41,15,79,18,6,1,3
8,16,0,5,2,21,0,13,42,1,0,1,4
24,24,9,22,9,11,2,59,94,1,10,14,2
16,25,1,6,3,3,6,17,77,1,1,1,3
19,42,8,17,12,11,0,8,19,0,0,1,2
8,16,1,6,5,8,1,8,43,0,0,1,4
6,17,4,18,4,19,0,14,44,0,0,0,4
22,44,8,7,10,66,3,12,4,0,1,1,3
23,31,2,14,7,9,0,18,116,0,1,0,3
18,24,11,20,49,11,0,19,34,0,0,0,3
12,34,6,26,15,6,1,6,16,3,6,7,3
2,7,14,8,18,8,0,17,9,0,1,1,4
3,5,8,12,14,8,0,5,25,11,6,2,5
5,9,1,11,9,8,2,32,34,0,1,1,4
6,18,0,8,3,24,0,13,18,1,0,1,4
43,24,23,19,17,11,3,66,34,2,14,29,1
14,24,11,26,10,11,24,67,16,3,11,3,1
5,13,9,18,22,11,1,15,48,0,1,1,4
11,31,8,17,17,15,0,6,15,0,0,1,3
30,24,5,7,17,11,3,7,30,1,14,1,2
19,36,5,29,21,7,1,16,73,0,4,1,2
3,10,2,8,9,6,0,6,21,1,8,1,5
32,24,3,9,10,20,1,24,56,0,0,1,2
19,28,2,13,7,9,1,4,89,1,2,2,3
4,9,1,4,2,11,1,4,14,1,1,1,4
10,24,64,0,40,1,2,22,1,1,0,1,4
18,24,32,27,43,11,72,69,22,1,17,0,3
4,7,1,6,3,19,0,10,21,1,0,1,5
3,7,2,6,7,9,0,9,38,0,3,0,4
50,46,12,32,21,11,1,19,81,1,1,1,1
18,24,11,20,0,11,0,19,34,0,0,0,3
18,24,11,20,17,11,0,19,34,0,0,0,3
14,35,6,13,9,11,2,5,29,0,0,1,3
12,15,3,10,11,35,0,11,22,0,0,1,4
3,10,14,10,19,11,0,22,19,1,3,1,5
5,8,4,19,13,29,1,16,46,1,1,16,4
56,24,13,7,2,11,6,7,55,0,0,1,1
14,23,5,23,17,11,1,9,53,0,1,1,3
12,24,9,27,0,11,0,19,34,0,0,1,3
43,24,6,16,17,11,0,8,36,0,3,1,1
18,12,5,10,17,11,0,13,5,1,1,1,3
5,7,7,11,15,24,1,12,15,0,0,1,4
7,26,3,13,13,10,0,4,13,1,4,1,4
17,27,3,18,9,5,1,3,21,2,9,3,3
15,24,8,36,18,10,1,9,55,0,0,1,3
23,24,2,28,1,11,1,4,45,0,0,1,2
8,15,4,12,9,5,1,10,43,1,1,1,4
17,25,1,10,5,8,1,16,47,0,3,0,4
13,32,4,21,11,11,10,67,45,1,26,1,2
16,23,15,8,17,6,2,33,46,1,1,1,3
10,43,12,9,15,5,2,31,4,0,1,1,3
17,24,2,21,10,10,1,10,35,9,8,1,3
6,15,2,8,7,6,0,8,40,0,1,1,4
6,6,4,14,14,2,2,19,63,0,1,1,3
13,18,3,9,5,3,2,8,40,1,1,1,4
8,13,0,2,0,2,0,9,50,0,0,1,4
4,14,14,12,15,15,1,8,13,0,1,1,4
8,27,3,29,14,9,1,17,34,2,5,3,4
4,20,17,1,11,14,3,70,20,0,0,1,3
8,24,3,7,4,11,0,6,29,0,0,1,3
16,33,11,10,17,8,2,19,34,3,1,16,3
24,60,30,45,56,29,11,23,69,1,4,1,1
8,13,1,6,3,12,0,16,31,0,0,0,4
18,24,11,20,17,11,3,19,34,1,1,1,3
3,20,7,12,15,11,1,14,25,0,1,1,4
9,13,10,11,17,3,0,19,6,2,1,0,4
18,24,11,20,17,11,3,19,34,1,1,1,3
11,18,5,1,5,1,1,2,6,0,1,1,3
18,24,3,7,4,11,0,6,29,0,0,1,3
2,7,1,4,2,11,1,5,14,1,1,1,4
18,24,11,20,17,11,3,19,34,0,0,0,3
8,17,3,8,5,24,0,18,67,0,1,3,3
15,19,9,26,27,25,2,11,51,1,5,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,0,11,0,19,34,0,0,1,3
19,24,10,82,23,11,1,55,71,3,30,40,3
11,24,13,19,18,21,1,13,26,0,17,0,4
21,38,48,24,59,11,3,28,55,1,1,1,3
12,25,19,8,34,3,1,13,17,1,1,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
6,6,6,11,13,4,2,13,26,0,0,1,3
14,28,24,14,44,1,1,18,17,0,1,1,3
7,14,3,5,6,3,0,7,44,1,1,1,4
22,47,12,13,19,60,0,6,39,0,1,1,3
24,24,43,116,71,11,97,162,46,10,75,43,0
9,13,5,7,10,28,1,29,26,0,0,1,4
8,17,18,4,18,5,3,53,2,0,1,1,3
35,50,5,22,13,23,1,12,18,1,1,1,1
5,14,16,18,19,3,1,4,24,0,1,1,4
5,10,2,8,8,12,0,4,27,6,7,2,5
5,18,12,11,15,9,1,11,26,0,0,12,4
22,45,13,44,27,10,1,11,32,3,8,9,3
26,50,16,7,17,6,3,52,38,1,1,1,2
14,28,5,3,5,4,0,14,17,2,0,2,4
3,24,4,7,5,15,21,4,5,9,1,1,3
7,24,3,8,9,12,1,21,39,0,0,1,4
1,15,5,28,0,11,9,5,17,0,0,1,2
20,32,4,3,6,0,0,15,47,0,1,1,3
7,5,0,2,1,1,1,1,18,1,1,1,4
23,14,10,19,23,51,1,8,30,0,3,1,3
17,37,7,22,15,24,1,19,48,1,15,1,3
3,6,2,1,1,3,4,3,34,0,0,0,3
4,9,3,21,19,7,1,1,10,1,6,1,4
18,24,11,20,0,11,0,19,34,0,0,0,3
15,25,6,29,5,10,0,10,51,0,0,0,4
11,24,5,15,9,11,1,4,8,1,2,1,3
6,6,1,14,12,4,0,1,22,0,1,1,5
18,24,11,20,17,11,3,19,34,1,1,1,3
3,15,6,15,10,7,0,15,13,1,3,3,4
14,17,5,12,14,30,1,10,33,1,0,1,4
42,76,25,44,36,33,2,24,60,1,3,0,2
103,24,46,13,3,11,4,14,46,10,28,1,0
23,24,4,9,4,11,2,51,70,0,9,8,3
16,36,10,8,11,48,0,16,6,0,1,1,3
27,24,33,75,49,11,74,148,57,19,75,60,0
18,24,11,20,17,11,0,19,34,0,0,0,3
4,11,4,15,12,9,1,5,32,0,1,1,4
19,30,34,45,56,25,0,16,23,2,6,1,3
17,24,4,10,6,11,0,4,43,0,0,1,4
9,24,7,16,10,35,1,8,47,0,1,1,4
4,20,9,32,7,11,0,14,36,0,0,0,4
9,20,1,11,5,25,1,17,21,1,0,0,4
81,105,40,44,6,52,2,24,68,3,8,0,0
0,24,1,4,2,11,0,3,44,1,1,1,3
25,42,35,40,54,38,2,26,96,2,7,1,2
6,22,16,16,26,11,1,32,34,0,1,1,4
11,30,9,31,19,10,1,12,36,0,5,6,3
33,24,29,47,24,11,2,75,42,5,21,61,1
72,24,2,9,17,11,0,45,40,0,1,1,1
3,10,1,8,7,7,1,7,30,0,0,1,4
41,50,11,12,18,11,1,18,32,0,2,1,1
32,24,5,23,7,11,2,43,52,1,17,13,2
18,24,11,20,17,11,3,19,34,1,1,1,3
11,31,18,26,17,6,0,19,15,3,0,6,3
35,68,22,66,59,43,2,12,86,2,5,1,1
47,24,2,21,5,11,2,43,93,0,1,0,1
49,24,7,19,7,11,3,42,44,0,1,2,3
10,22,2,25,12,8,0,5,27,0,3,0,4
18,24,11,20,17,11,3,19,34,1,1,1,3
55,89,40,44,48,35,2,22,36,3,21,2,1
8,35,4,26,13,9,1,11,64,1,1,1,3
18,24,11,0,17,0,3,19,0,1,1,1,3
11,16,9,13,18,3,0,19,15,2,3,4,4
24,95,75,20,31,17,2,88,4,0,0,1,3
25,24,7,20,17,11,2,9,92,0,1,1,3
8,7,39,1,24,18,3,13,13,1,1,1,3
18,24,11,20,4,11,0,19,34,0,0,0,3
7,19,1,8,4,30,0,14,24,0,0,0,4
18,24,11,20,3,11,0,19,34,1,1,1,3
26,53,40,77,93,25,1,21,39,8,10,1,2
18,24,11,20,0,11,0,19,34,0,0,0,3
9,31,5,18,12,26,0,11,33,0,8,0,3
35,24,8,47,3,11,2,27,32,0,2,1,2
14,24,5,14,8,28,1,8,25,0,1,1,4
18,56,5,14,13,9,0,14,51,0,0,1,2
8,6,6,6,9,11,2,13,19,0,0,1,3
41,45,35,37,10,35,0,12,45,3,3,1,2
20,24,2,12,8,40,2,14,31,0,0,1,3
17,24,5,11,6,11,0,10,74,0,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
12,29,11,33,31,34,1,14,35,2,10,1,3
14,41,6,24,20,25,1,18,58,1,5,11,3
6,4,15,10,7,11,0,3,21,0,0,1,4
27,122,13,1,11,4,3,37,11,0,1,1,3
2,7,17,5,18,17,0,14,5,0,1,1,4
75,118,62,63,84,49,3,31,149,7,18,1,0
38,57,20,26,26,28,2,12,24,2,10,0,2
18,24,11,20,11,11,0,19,34,0,0,0,3
7,22,1,9,4,11,0,34,49,0,8,1,3
48,24,11,78,21,11,1,32,81,0,2,2,1
18,24,11,20,17,11,3,19,34,1,1,1,3
44,24,11,33,20,26,1,12,22,0,0,1,1
1,6,5,21,3,6,0,3,27,0,0,0,3
18,24,11,20,15,11,0,19,34,0,0,0,3
18,24,11,20,17,11,0,19,34,0,0,0,3
100,24,31,31,22,11,3,41,56,2,15,26,0
11,24,12,54,5,27,0,19,34,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,30,11,2,19,34,1,0,1,3
8,24,6,12,8,16,1,9,13,0,0,1,4
18,24,9,15,19,11,2,6,14,0,0,0,3
4,10,5,11,3,3,0,4,31,0,0,0,4
6,17,2,12,6,11,0,19,51,1,10,1,3
18,24,7,8,12,11,1,14,11,0,0,0,3
2,4,5,10,7,0,1,6,21,1,3,2,4
64,96,15,13,17,11,3,10,18,0,2,1,1
7,18,6,19,13,21,1,9,23,0,1,0,4
11,21,4,10,4,9,0,18,53,1,0,1,4
25,31,8,29,17,36,1,10,28,1,9,0,1
18,24,2,4,2,11,0,2,46,1,1,1,3
13,29,4,19,17,12,1,16,17,0,0,1,3
6,26,10,13,13,27,1,4,8,1,1,0,3
16,24,4,20,8,11,0,4,54,0,0,1,3
18,24,7,13,11,3,25,17,11,0,10,1,3
18,24,8,10,15,11,1,7,12,0,0,0,3
18,12,4,5,17,4,0,36,5,1,1,1,4
9,12,0,2,0,2,0,11,43,50,50,1,4
6,14,16,19,25,5,0,2,5,3,0,8,4
6,14,2,14,0,31,0,4,21,0,0,1,4
20,65,6,6,17,8,1,6,30,0,5,25,3
13,24,21,89,47,11,47,132,31,7,30,14,0
15,24,1,15,12,11,3,42,52,0,0,0,3
7,10,11,56,32,11,26,109,39,0,13,3,0
1,8,13,8,17,6,0,12,16,0,1,1,4
80,24,40,21,25,11,2,23,36,0,3,8,0
20,24,27,58,23,11,61,92,59,2,18,10,0
8,15,0,1,0,1,0,8,11,0,0,1,4
27,24,3,12,17,11,0,4,19,0,1,1,2
39,24,20,79,6,6,1,18,38,1,4,1,1
10,32,3,23,11,46,1,5,55,0,0,1,3
33,24,5,24,13,27,1,8,33,0,0,1,2
18,24,11,20,8,11,0,19,34,0,0,0,3
18,24,11,20,45,11,1,19,34,0,0,0,3
18,24,25,51,21,11,57,79,49,2,18,10,0
18,24,11,20,10,11,0,19,34,0,0,0,3
21,40,11,20,0,11,0,19,34,0,1,1,2
11,31,9,26,24,20,1,17,33,0,4,1,3
0,1,7,0,8,8,0,9,1,3,3,1,5
3,7,5,9,7,8,0,13,26,1,3,4,5
18,24,11,20,0,11,0,19,34,0,0,0,3
18,22,9,7,14,6,0,3,27,2,3,15,4
18,22,15,3,10,4,1,23,9,4,1,4,3
30,24,1,2,2,11,1,5,15,0,0,0,2
12,24,11,20,17,11,0,3,27,1,1,1,4
24,51,16,36,35,23,2,40,36,2,10,1,2
7,12,3,8,5,27,0,20,65,0,1,3,4
24,42,11,8,14,8,1,12,43,1,1,2,3
50,68,52,10,79,12,2,17,17,0,1,1,1
15,52,26,13,28,17,3,23,12,1,1,1,3
15,29,13,195,88,11,30,49,100,3,44,2,0
39,51,21,34,39,28,1,13,39,1,4,1,1
16,24,3,4,1,11,1,7,15,1,0,1,3
14,24,5,20,12,8,1,6,41,4,8,1,3
7,17,5,14,15,28,1,13,28,0,0,1,4
4,11,0,4,3,0,1,4,34,0,0,0,4
18,24,11,20,12,11,0,19,34,0,0,0,3
18,49,7,10,14,7,0,8,23,9,0,21,3
48,24,32,68,44,29,3,12,17,2,16,1,1
6,15,1,11,5,5,1,11,54,1,1,1,3
22,35,4,39,19,16,1,10,45,1,1,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
15,27,9,10,17,20,0,20,22,2,1,1,3
4,10,1,10,5,9,0,10,12,0,2,1,4
14,22,38,37,42,16,1,7,16,0,0,13,3
6,16,3,14,9,13,0,7,28,0,0,0,4
18,24,11,20,17,11,3,19,34,1,1,1,3
12,25,3,31,15,14,1,9,49,0,4,3,3
2,4,4,8,10,7,0,4,14,12,10,2,5
25,45,20,42,31,8,1,10,49,1,2,1,3
22,40,7,33,19,20,2,14,33,1,1,1,3
60,24,14,23,17,11,3,6,93,1,1,1,1
16,29,4,22,12,10,1,7,23,2,13,9,3
17,24,3,14,9,15,1,6,40,0,1,1,3
12,18,1,14,7,2,0,29,66,1,4,1,4
14,19,6,6,10,8,0,9,39,1,1,2,3
24,72,14,0,11,4,2,18,5,1,1,1,2
8,12,4,1,6,19,0,5,4,0,0,1,3
11,24,1,5,2,11,0,2,34,1,1,1,3
26,50,6,7,17,4,0,19,101,1,1,1,3
18,24,4,15,2,11,3,12,46,1,1,1,3
15,32,9,11,11,54,1,21,56,2,4,25,3
32,103,56,48,17,35,0,37,20,2,5,1,1
6,24,4,7,4,11,0,13,17,0,0,1,4
3,8,1,4,2,11,1,5,18,1,1,1,4
23,40,16,33,33,11,2,17,51,1,4,1,3
18,24,6,16,9,22,10,16,33,38,17,1,3
6,22,11,20,15,11,1,26,50,0,1,1,4
17,24,2,18,9,20,14,8,72,5,56,1,3
21,24,4,17,8,11,1,10,22,0,2,1,3
10,24,4,11,8,93,2,7,50,1,1,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
15,20,10,110,51,11,22,214,46,1,15,2,1
12,20,10,3,3,9,3,19,69,0,1,1,3
5,8,0,3,1,2,0,20,22,0,1,1,5
8,19,4,17,10,16,2,15,24,0,0,0,4
18,24,19,13,26,11,2,11,9,0,1,1,3
7,20,5,25,14,3,1,7,16,2,5,5,4
13,23,188,20,51,48,0,6,76,0,1,1,3
13,31,16,11,12,36,0,7,28,1,0,15,3
8,16,6,17,18,6,0,5,26,14,12,3,4
9,27,11,21,0,23,0,6,9,0,0,1,3
16,30,5,39,10,11,0,16,67,0,21,2,4
16,33,47,33,65,12,1,4,13,7,4,10,3
2,5,5,10,4,18,0,4,36,0,2,1,4
8,16,3,11,10,20,1,12,46,0,0,1,4
18,24,23,57,28,21,0,13,32,0,0,1,3
45,24,11,15,14,11,2,10,24,0,3,1,1
6,20,3,15,9,12,2,15,31,0,0,1,4
6,12,32,4,21,10,2,35,4,0,1,1,4
18,25,3,21,11,13,0,7,54,0,2,0,3
7,16,1,6,3,2,1,9,41,1,1,1,4
18,24,11,20,31,11,1,19,34,0,0,0,3
13,27,4,16,9,6,0,15,18,1,5,4,3
20,39,1,27,12,11,1,32,61,2,10,5,3
2,5,0,2,1,0,1,1,19,1,1,1,4
23,48,17,26,22,11,1,19,57,1,1,1,3
20,24,1,8,2,11,4,20,43,1,1,1,2
22,15,6,81,38,36,1,7,34,1,0,1,3
16,27,2,8,5,1,1,7,74,1,4,1,4
6,6,0,39,30,11,0,9,40,0,0,1,3
12,24,6,12,15,52,1,8,33,0,0,1,4
31,55,55,44,79,32,1,13,29,12,17,1,2
3,13,5,13,8,7,0,17,11,1,3,2,5
32,41,5,41,19,23,1,3,56,1,1,1,2
4,6,3,5,3,13,2,12,3,0,1,1,3
18,24,11,20,41,11,0,19,34,0,0,0,3
18,24,4,6,17,11,0,78,28,1,1,1,4
27,49,7,24,15,20,1,29,52,1,9,4,2
10,17,1,9,5,10,1,29,43,0,1,0,4
12,23,5,23,16,16,1,9,28,0,2,1,3
15,53,16,20,12,5,2,21,2,0,1,1,3
7,24,7,6,11,11,0,11,17,1,1,1,4
7,12,3,18,9,7,0,6,26,0,6,1,4
10,30,8,22,15,20,1,21,46,1,7,0,3
18,24,22,9,26,11,4,5,7,0,1,1,3
9,37,1,3,5,18,0,18,41,2,0,1,3
5,16,2,9,7,11,1,5,20,0,0,1,4
10,26,6,25,14,6,0,14,14,2,5,3,4
8,24,6,7,9,17,3,14,22,1,4,1,3
65,97,117,105,159,12,1,34,29,14,21,1,1
9,28,1,3,1,1,1,4,41,1,1,1,3
18,24,11,20,18,11,0,19,34,0,1,2,3
9,12,7,10,13,21,2,12,18,0,0,1,4
18,24,11,20,0,11,0,19,34,0,0,0,3
18,24,11,20,15,11,0,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
92,24,32,43,17,11,2,25,21,3,7,1,0
18,58,6,6,17,5,1,50,10,1,1,1,3
45,74,40,44,51,44,2,25,34,9,11,0,1
7,24,7,13,7,21,1,8,37,0,2,1,4
4,8,1,6,3,8,0,37,35,0,0,0,5
24,24,4,13,10,40,3,13,24,1,2,1,2
6,24,19,10,24,11,2,7,5,0,0,0,3
3,8,0,3,1,1,1,2,29,1,1,1,4
8,31,0,17,8,14,0,15,41,0,3,6,3
11,17,7,7,12,7,0,19,36,2,1,19,4
12,42,22,110,63,11,51,66,28,3,44,2,0
19,41,13,31,23,19,1,21,43,1,12,0,3
5,15,5,10,3,4,0,6,40,0,1,3,4
41,61,20,34,29,35,1,19,27,2,13,0,1
43,69,38,10,36,11,2,15,15,1,1,1,1
18,24,11,20,17,11,0,19,34,0,0,0,3
93,24,5,7,17,11,3,6,11,1,18,1,0
15,41,6,12,17,9,1,7,9,0,1,26,3
16,24,4,19,10,22,1,6,34,0,1,1,3
3,10,1,8,4,24,0,13,22,1,0,1,5
2,0,0,1,0,1,0,7,32,0,0,1,5
18,24,11,20,17,11,3,19,34,1,1,1,3
7,29,0,4,2,4,0,19,63,15,1,1,3
58,86,63,50,7,62,3,32,65,2,10,0,0
18,24,11,20,9,11,0,19,34,0,0,0,3
19,45,47,32,54,15,2,18,27,1,4,1,3
18,24,11,20,10,11,0,19,34,0,0,0,3
18,24,11,20,60,11,4,19,34,0,0,0,3
7,20,8,20,18,12,1,8,34,0,1,1,4
16,38,6,37,21,11,1,19,93,1,1,1,3
20,74,5,4,6,4,4,15,5,1,1,1,2
10,24,4,9,8,18,2,16,12,22,1,1,3
11,26,10,29,17,7,1,40,39,3,8,9,4
2,7,5,8,8,3,0,9,26,1,1,1,4
64,94,18,38,29,38,2,10,27,2,18,0,1
18,24,11,20,17,11,0,19,34,0,0,0,3
18,24,11,20,17,11,3,66,1,1,1,1,3
7,10,3,37,32,24,0,3,25,2,6,1,4
18,24,11,20,17,11,3,19,34,0,0,0,3
19,71,7,23,23,11,2,33,23,0,1,1,3
13,24,18,16,28,11,1,3,12,0,0,0,3
4,17,5,16,10,6,0,15,12,1,4,2,4
43,61,58,45,34,34,2,36,52,0,2,0,1
18,40,5,7,17,4,0,90,30,1,1,1,3
27,37,29,6,46,11,2,16,17,0,1,1,2
9,24,0,0,0,11,2,3,8,0,0,1,3
14,24,5,17,12,11,0,6,20,0,1,1,4
10,28,2,24,11,9,0,9,46,0,6,7,3
6,13,3,9,9,21,1,7,57,0,0,1,4
13,28,16,25,32,11,1,16,32,2,1,1,3
18,24,6,15,9,18,1,17,43,0,1,1,3
16,55,12,28,22,24,1,25,51,1,15,1,2
63,95,45,50,28,26,2,29,35,4,8,1,0
47,24,31,21,43,11,3,8,19,0,1,1,1
6,15,9,15,19,11,1,19,46,0,1,1,4
6,24,4,5,4,16,7,2,43,4,4,1,3
27,24,5,6,8,11,1,11,47,0,0,1,2
83,24,9,15,17,11,0,4,42,0,2,1,0
18,24,11,20,17,11,3,19,34,0,0,0,3
10,11,3,9,10,41,0,13,34,0,0,1,4
29,24,14,21,17,13,1,8,39,9,15,1,3
18,24,11,20,17,11,0,19,34,1,1,1,3
6,11,3,7,4,2,0,19,32,94,1,1,4
24,24,3,16,15,11,7,33,6,0,0,0,2
4,11,4,13,11,16,0,12,24,0,1,1,4
5,23,19,5,19,5,0,34,3,0,1,1,3
26,68,7,6,6,11,0,12,31,1,3,1,3
78,119,17,43,45,36,2,27,100,2,5,0,0
5,13,1,3,2,5,0,10,23,0,0,1,4
7,14,3,8,5,7,0,9,14,0,0,0,4
13,39,8,6,15,5,0,11,30,2,0,1,3
22,24,2,21,9,11,0,3,46,0,0,1,3
27,51,13,19,15,14,1,18,23,0,1,1,2
17,30,21,33,35,13,2,8,25,0,2,1,3
8,15,3,10,8,5,1,11,46,1,1,1,4
21,24,6,16,10,34,1,7,13,0,1,1,3
18,24,25,30,5,4,1,30,27,1,8,1,3
9,19,7,33,28,18,0,14,60,0,1,1,4
18,24,11,20,15,11,0,19,34,0,0,0,3
18,24,11,20,15,11,0,19,34,0,0,0,3
22,48,51,49,81,23,1,9,25,3,7,5,3
6,5,5,11,8,11,1,8,16,0,0,1,4
10,24,3,7,7,6,1,12,36,0,3,3,3
