Temperature_Sensor_Sample_Input,Humidity_Sensor_Sample_Input,Light_Sensor_Sample_Input,CO2_Sensor_Sample_Input,HumidityRatio_Sensor_Sample_Input,Golden_Reference_Occupancy,Python_Predicted_Occupancy
43,84,0,34,67,0,0
41,84,0,34,66,0,0
41,84,0,34,66,0,0
41,84,0,34,66,0,0
41,84,0,35,66,0,0
41,84,0,34,66,0,0
41,84,0,33,66,0,0
41,84,0,34,66,0,0
41,82,0,34,65,0,0
41,83,0,35,65,0,0
43,82,0,34,66,0,0
43,81,0,34,65,0,0
43,81,0,34,65,0,0
41,81,0,35,64,0,0
41,81,0,34,64,0,0
41,81,0,34,64,0,0
41,81,0,33,64,0,0
41,82,0,33,65,0,0
41,81,0,34,64,0,0
41,81,0,33,64,0,0
41,80,0,33,64,0,0
41,78,0,33,62,0,0
41,79,0,31,63,0,0
41,80,0,32,63,0,0
41,78,0,33,62,0,0
41,79,0,33,63,0,0
41,78,0,33,62,0,0
41,78,0,33,62,0,0
41,78,0,34,62,0,0
41,78,0,34,62,0,0
41,78,0,34,62,0,0
41,78,0,33,62,0,0
41,78,0,33,62,0,0
41,78,0,33,62,0,0
41,78,0,34,62,0,0
41,78,0,33,62,0,0
41,78,0,31,62,0,0
41,78,0,34,62,0,0
40,76,0,34,60,0,0
41,76,0,34,61,0,0
41,78,0,31,62,0,0
41,77,0,33,61,0,0
41,75,0,31,60,0,0
41,75,0,31,60,0,0
41,75,0,32,60,0,0
41,75,0,33,60,0,0
41,75,0,32,60,0,0
41,76,0,33,61,0,0
41,77,0,32,61,0,0
41,76,0,33,61,0,0
38,75,0,31,58,0,0
41,75,0,30,60,0,0
38,75,0,30,59,0,0
41,77,0,31,61,0,0
40,75,0,32,59,0,0
41,78,0,33,62,0,0
40,77,0,32,61,0,0
38,76,0,32,59,0,0
41,78,0,32,62,0,0
39,76,0,32,60,0,0
40,78,0,33,61,0,0
39,75,0,30,59,0,0
40,76,0,31,60,0,0
41,76,0,31,61,0,0
41,76,0,31,61,0,0
41,78,0,31,62,0,0
40,75,0,30,60,0,0
41,76,0,30,61,0,0
41,78,0,30,62,0,0
39,77,0,31,60,0,0
41,78,0,31,62,0,0
41,78,0,30,62,0,0
40,78,0,28,61,0,0
39,76,0,29,60,0,0
40,78,0,30,61,0,0
38,77,0,29,59,0,0
37,76,0,28,59,0,0
41,78,0,28,62,0,0
40,78,0,30,61,0,0
38,76,0,29,59,0,0
38,77,0,28,60,0,0
37,76,0,28,59,0,0
37,76,0,29,59,0,0
36,76,0,29,58,0,0
35,75,0,30,57,0,0
40,78,0,30,61,0,0
39,76,0,29,60,0,0
38,77,0,29,60,0,0
35,76,0,28,58,0,0
35,75,0,28,57,0,0
35,76,0,29,58,0,0
36,77,0,29,59,0,0
35,75,0,28,57,0,0
35,78,0,28,59,0,0
35,77,0,29,59,0,0
35,78,0,27,60,0,0
35,78,0,27,60,0,0
38,78,0,27,61,0,0
35,78,0,27,60,0,0
35,78,0,27,60,0,0
37,76,0,27,59,0,0
35,78,0,27,60,0,0
35,78,0,27,60,0,0
35,78,0,28,60,0,0
35,78,0,26,60,0,0
35,78,0,27,60,0,0
35,78,0,27,60,0,0
35,78,0,26,60,0,0
35,78,0,26,60,0,0
35,78,0,26,60,0,0
35,78,0,25,60,0,0
35,78,0,25,60,0,0
35,77,0,26,59,0,0
37,77,0,26,59,0,0
36,77,0,25,59,0,0
35,78,0,25,59,0,0
35,77,0,25,59,0,0
35,75,0,24,57,0,0
35,75,0,25,57,0,0
35,78,0,25,59,0,0
35,75,0,25,57,0,0
35,75,0,24,57,0,0
35,76,0,23,58,0,0
35,75,0,24,57,0,0
35,75,0,26,57,0,0
35,77,0,25,58,0,0
35,77,0,24,59,0,0
35,77,0,23,59,0,0
35,78,0,24,59,0,0
35,77,0,24,58,0,0
35,75,0,24,57,0,0
35,75,0,24,57,0,0
35,75,0,23,57,0,0
35,77,0,23,58,0,0
35,78,0,23,60,0,0
35,78,0,24,60,0,0
33,78,0,22,59,0,0
34,78,0,23,59,0,0
33,78,0,24,58,0,0
34,78,0,24,59,0,0
34,78,0,22,59,0,0
34,78,0,22,59,0,0
35,78,0,22,60,0,0
35,78,0,23,60,0,0
34,78,0,23,59,0,0
35,78,0,23,60,0,0
32,80,0,21,59,0,0
31,79,0,22,58,0,0
32,80,0,21,59,0,0
31,81,0,22,59,0,0
30,80,0,23,58,0,0
32,81,0,22,60,0,0
32,81,0,22,60,0,0
30,80,0,21,58,0,0
32,81,0,22,60,0,0
30,81,0,21,59,0,0
30,81,0,21,59,0,0
30,81,0,21,59,0,0
30,81,0,21,59,0,0
30,81,0,21,59,0,0
30,81,0,22,59,0,0
30,81,0,21,59,0,0
30,81,0,21,59,0,0
30,81,0,21,59,0,0
30,81,0,21,59,0,0
30,81,0,22,59,0,0
30,81,0,21,59,0,0
29,82,0,21,59,0,0
30,82,0,19,59,0,0
28,81,0,19,58,0,0
30,81,0,20,59,0,0
30,81,0,20,59,0,0
30,81,0,19,59,0,0
29,81,0,18,58,0,0
28,81,0,18,58,0,0
30,81,0,19,59,0,0
30,81,0,19,59,0,0
30,81,0,19,59,0,0
30,81,0,17,59,0,0
30,81,0,17,59,0,0
27,81,0,18,58,0,0
26,81,0,18,57,0,0
25,81,0,18,57,0,0
28,83,0,19,59,0,0
28,82,0,18,59,0,0
30,81,0,17,59,0,0
30,81,0,16,59,0,0
30,81,0,17,59,0,0
30,81,0,18,59,0,0
27,80,0,18,57,0,0
30,81,0,18,59,0,0
28,80,0,18,58,0,0
30,81,0,17,59,0,0
28,80,0,16,58,0,0
30,81,0,15,59,0,0
27,80,0,16,56,0,0
30,81,0,16,59,0,0
30,81,0,17,59,0,0
30,81,0,17,59,0,0
30,78,0,17,57,0,0
30,78,0,16,57,0,0
30,78,0,16,57,0,0
30,78,0,17,57,0,0
30,78,0,17,57,0,0
30,78,0,16,57,0,0
30,78,0,17,57,0,0
30,78,0,17,57,0,0
30,78,0,17,57,0,0
30,78,0,17,57,0,0
30,78,0,16,57,0,0
30,78,0,15,57,0,0
30,78,0,17,57,0,0
30,78,0,17,57,0,0
30,78,0,16,57,0,0
30,78,0,16,57,0,0
30,78,0,16,57,0,0
30,78,0,18,57,0,0
30,78,0,18,57,0,0
30,77,0,17,56,0,0
30,78,0,14,57,0,0
30,78,0,13,56,0,0
30,78,0,13,56,0,0
30,78,0,14,57,0,0
30,78,0,13,57,0,0
30,75,0,14,55,0,0
30,75,0,15,55,0,0
30,74,0,15,54,0,0
30,75,0,13,55,0,0
30,74,0,13,54,0,0
30,73,0,15,53,0,0
30,75,0,15,54,0,0
30,73,0,14,53,0,0
30,75,0,14,54,0,0
30,73,0,16,53,0,0
30,73,0,15,53,0,0
30,73,0,14,53,0,0
30,73,0,14,53,0,0
33,73,0,14,54,0,0
30,73,0,15,53,0,0
30,73,0,15,53,0,0
30,73,0,13,53,0,0
30,73,0,15,53,0,0
30,73,0,14,53,0,0
30,73,0,13,53,0,0
30,73,0,15,53,0,0
30,73,0,15,53,0,0
30,73,0,14,53,0,0
30,73,0,13,53,0,0
30,72,0,14,52,0,0
30,72,0,15,53,0,0
30,72,0,12,52,0,0
30,71,0,13,52,0,0
30,70,0,14,51,0,0
30,70,0,14,51,0,0
30,70,0,14,51,0,0
30,70,0,13,51,0,0
30,68,0,13,49,0,0
30,68,0,13,49,0,0
30,68,0,13,49,0,0
30,69,0,14,50,0,0
30,69,0,14,50,0,0
30,69,0,14,51,0,0
30,70,0,13,51,0,0
30,69,0,14,50,0,0
30,69,0,15,51,0,0
30,68,0,14,50,0,0
30,68,0,13,49,0,0
30,68,0,13,49,0,0
30,68,0,13,49,0,0
30,68,0,12,50,0,0
30,70,0,12,51,0,0
30,68,0,13,49,0,0
30,68,0,13,49,0,0
30,69,0,13,50,0,0
30,68,0,12,49,0,0
30,68,0,13,49,0,0
30,68,0,13,49,0,0
30,68,0,12,50,0,0
30,68,0,13,50,0,0
30,68,0,12,50,0,0
30,68,0,13,49,0,0
30,68,0,14,49,0,0
30,68,0,12,49,0,0
30,68,0,13,49,0,0
30,68,0,12,49,0,0
30,68,0,13,49,0,0
30,68,0,13,49,0,0
30,68,0,12,49,0,0
30,68,0,11,49,0,0
30,68,0,11,49,0,0
30,68,0,12,49,0,0
30,68,0,12,49,0,0
30,68,0,11,49,0,0
30,68,0,10,49,0,0
30,68,0,10,49,0,0
30,68,0,9,49,0,0
30,68,0,11,49,0,0
30,68,0,11,49,0,0
30,68,0,12,49,0,0
30,68,0,11,49,0,0
30,68,0,11,49,0,0
30,67,0,10,49,0,0
30,65,0,9,48,0,0
30,66,0,10,48,0,0
30,67,0,11,49,0,0
30,68,0,12,49,0,0
30,65,0,12,48,0,0
30,65,0,11,48,0,0
30,66,0,13,48,0,0
30,66,0,10,49,0,0
30,66,0,10,48,0,0
30,68,0,10,49,0,0
30,68,0,10,49,0,0
30,68,0,11,49,0,0
30,67,0,12,49,0,0
30,65,0,12,48,0,0
30,65,0,12,48,0,0
30,65,0,12,48,0,0
30,65,0,11,48,0,0
30,65,0,10,48,0,0
30,65,0,11,48,0,0
30,65,0,10,48,0,0
30,65,0,10,48,0,0
30,65,0,11,48,0,0
30,65,0,11,48,0,0
30,65,0,10,48,0,0
30,65,0,9,48,0,0
30,65,0,8,48,0,0
30,65,0,9,48,0,0
30,65,0,10,48,0,0
30,65,0,10,48,0,0
30,65,0,11,48,0,0
30,65,0,10,48,0,0
30,65,0,10,48,0,0
30,65,0,9,48,0,0
30,65,0,10,48,0,0
30,65,0,10,48,0,0
30,65,0,11,48,0,0
30,65,0,10,48,0,0
30,65,0,10,48,0,0
30,65,0,9,48,0,0
30,65,0,9,48,0,0
30,65,0,10,48,0,0
30,65,0,9,48,0,0
30,65,0,10,48,0,0
30,65,0,11,48,0,0
30,65,0,9,48,0,0
25,62,0,9,44,0,0
30,65,0,10,48,0,0
30,65,0,10,48,0,0
28,64,0,10,46,0,0
28,64,0,11,46,0,0
25,63,0,10,44,0,0
30,65,0,8,48,0,0
29,64,0,9,47,0,0
28,64,0,10,46,0,0
30,65,0,11,48,0,0
30,65,0,11,48,0,0
28,64,0,10,46,0,0
30,65,0,8,48,0,0
28,64,0,9,46,0,0
30,65,0,9,48,0,0
26,63,0,10,44,0,0
28,64,0,9,46,0,0
24,62,0,9,43,0,0
28,64,0,9,46,0,0
28,64,0,9,46,0,0
26,63,0,8,45,0,0
30,65,0,8,48,0,0
28,64,0,10,46,0,0
26,63,0,9,45,0,0
24,62,0,8,43,0,0
27,63,0,7,45,0,0
25,63,0,7,44,0,0
24,62,0,8,43,0,0
24,62,0,9,43,0,0
24,62,0,9,43,0,0
24,62,0,9,43,0,0
24,62,0,9,43,0,0
25,63,0,9,44,0,0
24,62,0,9,43,0,0
25,63,0,9,44,0,0
25,62,0,10,44,0,0
25,63,0,8,44,0,0
25,63,0,7,44,0,0
24,62,0,9,43,0,0
24,62,0,9,43,0,0
24,62,0,10,43,0,0
24,62,0,9,43,0,0
24,62,0,9,43,0,0
24,60,0,9,42,0,0
24,62,0,10,43,0,0
24,62,0,11,43,0,0
24,62,0,10,43,0,0
24,61,0,9,42,0,0
24,60,0,8,42,0,0
24,62,0,9,43,0,0
24,61,0,9,42,0,0
25,60,0,10,42,0,0
26,60,0,8,42,0,0
25,60,0,8,42,0,0
27,60,0,8,43,0,0
24,57,0,8,39,0,0
24,57,0,8,39,0,0
24,57,0,8,39,0,0
25,59,0,9,42,0,0
25,58,0,10,40,0,0
24,57,0,7,39,0,0
24,57,0,8,39,0,0
24,57,0,8,39,0,0
24,57,0,9,39,0,0
24,57,0,8,39,0,0
24,57,0,9,39,0,0
26,57,0,9,41,0,0
24,57,0,10,39,0,0
24,57,0,9,39,0,0
24,57,0,10,39,0,0
24,57,0,10,39,0,0
24,57,0,10,39,0,0
24,57,0,9,39,0,0
22,57,0,10,39,0,0
24,57,0,10,39,0,0
24,57,0,9,39,0,0
24,57,0,8,39,0,0
24,57,0,9,39,0,0
22,57,0,9,39,0,0
20,57,0,8,37,0,0
21,57,0,9,38,0,0
22,57,0,8,39,0,0
21,57,0,9,38,0,0
19,57,0,9,37,0,0
20,57,0,9,37,0,0
21,57,0,10,38,0,0
24,57,0,10,39,0,0
24,54,0,9,37,0,0
24,56,0,9,39,0,0
24,54,0,10,37,0,0
28,56,0,10,40,0,0
24,54,0,10,37,0,0
24,54,0,10,37,0,0
24,54,0,10,37,0,0
24,54,0,9,37,0,0
24,54,0,8,37,0,0
24,52,0,7,36,0,0
24,53,0,8,37,0,0
26,53,0,9,38,0,0
24,53,0,10,36,0,0
25,53,0,10,37,0,0
24,51,0,9,36,0,0
24,53,0,9,36,0,0
24,51,0,10,36,0,0
24,52,0,10,36,0,0
22,53,0,9,36,0,0
19,54,0,10,35,0,0
22,54,0,9,36,0,0
19,54,0,9,35,0,0
20,54,0,10,36,0,0
18,54,0,10,35,0,0
18,55,0,10,36,0,0
19,54,0,10,35,0,0
18,57,0,10,36,0,0
18,57,0,10,36,0,0
18,57,0,9,36,0,0
19,54,0,9,35,0,0
20,54,0,9,36,0,0
18,54,0,10,35,0,0
22,54,0,10,36,0,0
18,54,0,10,35,0,0
18,54,0,9,35,0,0
19,54,0,8,35,0,0
18,54,0,9,35,0,0
18,54,0,9,35,0,0
18,54,0,10,35,0,0
18,54,0,12,35,0,0
19,54,0,11,35,0,0
18,54,0,11,35,0,0
18,54,0,11,35,0,0
18,54,0,10,35,0,0
18,54,0,10,35,0,0
18,54,0,11,35,0,0
16,53,0,11,33,0,0
18,53,0,10,34,0,0
16,52,0,10,32,0,0
13,50,0,10,30,0,0
16,51,0,10,32,0,0
15,50,0,11,31,0,0
18,51,0,11,33,0,0
16,51,0,11,32,0,0
14,50,0,10,30,0,0
18,51,0,8,33,0,0
11,48,0,9,28,0,0
16,48,0,9,30,0,0
18,48,0,12,31,0,0
15,47,0,11,29,0,0
13,46,0,11,28,0,0
15,47,0,11,29,0,0
14,46,0,11,28,0,0
14,46,0,10,28,0,0
13,44,0,11,26,0,0
13,45,0,11,26,0,0
13,44,0,11,25,0,0
16,45,0,11,28,0,0
11,43,0,11,24,0,0
14,44,0,10,26,0,0
13,44,8,11,26,0,0
11,43,46,12,24,1,0
13,44,64,12,25,1,1
16,45,65,12,28,1,1
17,48,63,14,30,1,1
18,48,62,16,31,1,1
18,48,62,16,31,1,1
18,48,62,15,31,1,1
21,50,62,17,33,1,1
19,51,61,18,33,1,1
19,51,62,20,33,1,1
24,53,62,20,37,0,1
24,54,62,22,37,0,1
24,56,61,24,39,0,1
24,57,61,25,39,0,1
24,57,60,26,39,0,1
26,57,59,28,41,1,1
27,57,61,29,41,1,1
25,56,62,29,39,1,1
27,57,61,28,41,1,1
28,60,61,29,44,1,1
30,65,61,31,48,1,1
30,69,60,33,50,1,1
30,70,60,36,51,1,1
30,72,60,38,53,1,1
31,73,60,40,53,1,1
30,73,60,41,53,1,1
33,75,62,42,56,1,1
34,75,62,42,57,1,1
34,77,62,43,58,1,1
35,78,62,45,59,1,1
35,78,62,46,60,1,1
35,78,62,48,59,1,1
36,79,62,49,60,1,1
40,80,62,50,63,1,1
37,79,62,51,61,1,1
39,80,62,51,63,1,1
38,80,62,51,62,1,1
40,83,65,53,65,1,1
41,84,65,55,66,1,1
40,86,65,57,67,1,1
38,84,65,58,65,1,1
41,86,65,58,68,1,1
40,88,65,59,69,1,1
38,88,65,61,67,1,1
40,89,65,60,69,1,1
40,88,66,63,69,1,1
38,88,66,64,67,1,1
40,88,65,65,69,1,1
41,89,66,66,70,1,1
41,88,64,66,69,1,1
41,87,64,68,69,1,1
41,88,64,69,69,1,1
43,89,65,68,70,1,1
45,89,66,70,71,1,1
46,89,66,73,72,1,1
45,89,66,75,72,0,1
48,89,66,76,73,0,1
48,90,66,76,73,0,1
48,89,66,75,73,0,1
48,88,66,75,72,0,1
48,86,67,74,71,0,1
48,86,68,75,71,0,1
48,85,69,75,70,1,1
48,84,68,74,69,1,1
48,84,68,72,69,1,1
48,84,67,74,69,1,1
49,84,68,74,71,1,1
53,84,68,76,72,1,1
52,84,68,78,71,1,1
55,84,68,78,73,1,1
57,84,68,79,74,1,1
60,85,68,81,76,1,1
60,83,68,81,75,1,1
60,81,68,80,73,1,1
60,82,68,80,74,1,1
61,84,68,83,76,1,1
60,84,69,87,75,1,1
60,84,70,88,75,1,1
60,84,70,87,76,1,1
61,86,69,90,78,0,1
60,86,69,91,77,0,1
60,88,69,91,78,1,1
60,88,70,91,79,1,1
61,88,71,90,79,1,1
62,87,70,90,79,1,1
66,91,72,91,83,1,1
66,90,73,91,82,1,1
64,90,75,92,82,1,1
66,94,76,93,85,1,1
66,97,79,97,87,1,1
69,100,78,101,91,1,1
73,102,79,105,95,1,1
78,106,80,110,100,1,1
78,108,81,113,102,1,1
84,110,80,116,106,1,1
88,111,83,118,109,1,1
90,113,81,122,112,1,1
92,112,82,125,111,1,1
96,116,84,126,117,1,1
97,113,85,128,115,1,1
100,114,83,129,118,1,1
102,114,84,131,119,1,1
102,114,84,132,119,1,1
105,112,86,132,119,1,1
109,109,86,133,118,1,1
109,107,87,133,117,1,1
114,109,87,133,121,1,1
115,108,89,133,121,1,1
115,108,89,133,121,1,1
117,106,90,133,120,1,1
121,106,91,135,122,0,1
126,105,91,136,124,0,1
126,103,91,133,123,1,1
126,102,91,135,122,1,1
128,100,92,135,122,1,1
132,97,93,135,122,1,1
132,97,94,135,122,1,1
136,96,95,136,123,1,1
139,97,97,134,125,1,1
139,95,96,135,124,1,1
143,95,97,134,126,1,1
145,95,115,136,127,1,1
145,91,213,135,124,1,1
151,92,255,137,128,1,1
151,91,181,138,127,1,1
152,90,103,138,127,1,1
155,87,102,137,126,1,1
156,91,102,137,130,1,1
158,89,102,139,130,1,1
162,89,103,139,132,1,1
162,89,104,137,132,1,1
164,89,103,138,133,1,1
167,89,104,141,135,1,1
169,89,103,142,136,1,1
171,90,104,146,137,1,1
175,92,104,145,141,1,1
175,92,103,148,141,1,1
181,92,104,150,145,1,1
181,92,106,151,145,1,1
181,92,108,152,145,1,1
187,95,109,155,150,1,1
187,95,110,157,150,1,1
188,95,108,157,151,1,1
193,95,108,160,153,1,1
191,95,109,160,152,1,1
193,95,110,160,153,1,1
197,96,110,163,157,1,1
199,98,110,166,160,1,1
204,98,110,167,163,1,1
206,103,112,168,167,1,1
208,104,111,174,170,1,1
210,107,112,178,173,1,1
212,109,110,180,176,1,1
213,108,111,182,176,1,1
217,109,111,181,179,1,1
214,111,113,181,179,1,1
217,114,114,191,183,1,1
217,114,113,191,183,1,1
223,116,113,193,189,1,1
223,116,113,192,188,1,1
223,113,116,192,186,1,1
229,116,115,194,192,1,1
230,116,116,197,192,1,1
233,115,116,197,193,1,1
235,116,115,198,195,1,1
236,121,113,199,200,1,1
236,118,116,205,198,1,1
236,110,116,200,191,1,1
236,104,117,195,186,1,1
236,103,118,191,185,1,1
236,103,119,190,185,1,1
236,101,120,186,183,1,1
240,101,117,186,186,1,1
242,103,118,187,188,1,1
242,103,119,188,188,1,1
242,103,119,189,188,1,1
242,103,118,189,188,1,1
243,103,120,189,189,1,1
246,103,119,188,190,1,1
247,105,119,187,194,1,1
247,102,120,186,191,1,1
247,97,121,189,187,1,1
250,98,121,183,189,1,1
250,97,122,182,188,1,1
251,97,122,181,189,1,1
255,97,119,182,191,1,1
